"","odds_ratio","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","19099385.7565472","-117.280161325187",NA,"0.988564781123661","PER3CVNTRGTBB",0.994976098215751
"2","0.103960016992327","-5.9468992491871","-0.136004659687047","0.0964144858408519","PER3CCRY1GGCC",0.281802359496253
"3","3.53366288234031e-14","-56.9518134099965","-6.4260185203488","0.0155774873786463","SOCIO",0.155774873786463
"4","0.331352694259338","-2.61412500848125","0.0853236658932863","0.0971295795269364","CLOCK3111VNTRTCAA",0.281802359496253
"5","7.5665031023747e-08",NA,"472.6000891434","0.994547811060473","PER3AGG",0.994976098215751
"6","12.9529194338803","-0.325276432486398","6.39113632207514","0.112720943798501","PER3ACRY1CGCC",0.281802359496253
"7","0.199341497170731","-5.35371683326467","0.596337232599861","0.247733449608392","PER3ACLOCK3111CGTC",0.353904928011989
"8","0.472838119264366","-1.83914133314103","0.217732410319833","0.147017262856091","PER2CLOCK3111GGTC",0.294034525712182
"9","0.27580811664322","-4.25219932296251","0.550176268775353","0.243914864519798","PER2PER3CAAGG",0.353904928011989
"10","2.74339391981649e-07",NA,"397.429804727983","0.994976098215751","PER3BVNTRAGBB",0.994976098215751
