"","odds_ratio","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","12.1627395703786","0.294091013415865","5.73912002639998","0.0569479638245767","PER3BAG",0.189826546081922
"2","20961173.8386122","-218.951644722786",NA,"0.991079481049106","PER3BAA",0.991079481049106
"3","0.429228648631662","-2.09637020296644","0.35863289183811","0.173185769773672","CRY2AA",0.346371539547344
"4","0.786730882900169","-1.35801335765293","0.871232123073724","0.669937425730038","PER3CGT",0.957053465328626
"5","0.346707082786886","-3.30467665733142","0.893284603863188","0.305284475436295","CLOCK3111CC",0.508807459060492
"6","2.34915666538174","-0.34116634375619","2.10756780664247","0.167558109281155","PER2GG",0.346371539547344
"7","3.8901037070795","0.0664038961538605","2.78955749358555","0.0473783303673345","CRY2GG",0.189826546081922
"8","1.25303567171285","-1.78578153778005","2.26213776748566","0.822031250757265","AGE",0.991079481049106
"9","0.234654617484077","-2.95108688396986","-0.0968325853397929","0.0429728658156926","CRY1CC",0.189826546081922
"10","0.94095824888019","-1.71226090168923","1.61803266071976","0.941804320084042","PER2AA",0.991079481049106
