"","odds_ratio","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","2.16070236444584e-07",NA,"281.247607472566","0.991586191748545","PER3AGG",0.991586191748545
"2","0.146060144773912","-4.85425041250774","-0.220015021006795","0.071956295674912","PER3CCRY1GGCC",0.124509778247515
"3","0.333734761636078","-1.81940451122781","-0.437438802038375","0.00172433666316651","GENDER",0.0172433666316651
"4","0.291640214710397","-2.72079323159372","-0.0870430380269662","0.0579056389856975","CRY1CRY2GGGG",0.124509778247515
"5","4.21018987839473e-14","-54.4634663863542","-8.17467347432212","0.00879271426303884","SOCIO",0.0439635713151942
"6","0.544837508821283","-1.65269707462306","0.297810022957907","0.214790482812944","CLOCK3111VNTRTCAA",0.306843546875634
"7","0.197148729670835","-3.64960585357376","-0.20269821485906","0.0525294120271033","PER3CCRY2GTAA",0.124509778247515
"8","1.11243884317295e-06",NA,"140.654088914403","0.988899948894803","PER2PER3BAGAA",0.991586191748545
"9","0.899719219446463","-2.8811719289001","3.18038490786777","0.940287603266458","PER3AVNTRCGBB",0.991586191748545
"10","9.92717206874832","0.0733852026349681","5.51218518048242","0.074705866948509","PER3CVNTRGTBB",0.124509778247515
