"","odds_ratio","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","37.3019235251997","0.585706919390315","7.60656146016465","0.0298142889183773","AGE",0.298142889183773
"2","3284831.22807176","-789.954464323027",NA,"0.998411669652141","PER3BAA",0.998411669652141
"3","2.11453457983254e-09","-131.672132216221","77.5089377512143","0.695693507047077","SOCIO",0.99384786721011
"4","0.125913686773393","-5.17651714440074","0.497386937117351","0.133038190158209","PER3CGG",0.443460633860697
"5","0.121474301758178","-6.04260823394482","0.859679486557201","0.190496343989974","CRY1CC",0.476240859974935
"6","0.0610410771935751","-7.61417595843419","0.197865304934575","0.132723541771508","VNTRAB",0.443460633860697
"7","6972250.23661818","-438.807167296095",NA,"0.997046252553862","CLOCK3111CC",0.998411669652141
"8","0.453732661612924","-4.5818106603468","2.8940269121001","0.64569980372409","CRY1GG",0.99384786721011
"9","0.510185191952238","-3.51831195085006","2.01054039110686","0.612581511969732","CLOCK3111TC",0.99384786721011
"10","19031792.2968936","-342.024896011106",NA,"0.996019274873989","PER3BAG",0.998411669652141
