"","odds_ratio","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","69749014.0592248","-106.845818894078","942.110609027461","0.994950707854711","PER2CRY2VNTRGGAGAA",0.999763417262147
"2","0.317990983169414","-2.72463351085639","0.440423428702058","0.148798203971608","PER2CRY1VNTRAGGGAB",0.999763417262147
"3","4.60824710569342e+20","-112.4575501708","1329.80496411179","0.990090552328049","PER3AVNTRCGAA",0.999763417262147
"4","8.59674527632272e-12","-44.7419690745205","-9.91856247030243","0.00343321918265206","AGE",0.0686643836530412
"5","86397799.4082525","-115.652283606336","1153.86911595422","0.995604030213361","PER2CRY1AAGG",0.999763417262147
"6","95920897.4071765","-462.294939000913",NA,"0.997451472300931","PER2CRY1CRY2GGGGGG",0.999763417262147
"7","32378409.4381453","-125.903999444685","1244.2638512952","0.996134119281935","CRY1CRY2CCAA",0.999763417262147
"8","0.578388653112139","-1.61854719059696","0.54430666460337","0.315326480809406","PER3ACRY1VNTRCCCGAA",0.999763417262147
"9","26856754.7843069","-482.610349819907",NA,"0.996881737762046","PER2CRY1VNTRGGCCAA",0.999763417262147
"10","44090088.4497452","-1386.1115713762",NA,"0.99790263399979","PER2CRY1CRY2AGCCGG",0.999763417262147
"11","1.26386224364208","-1.04661902222076","1.63153532568185","0.727904236541642","PER2PER3ACRY1AGCCGG",0.999763417262147
"12","0.00499629337966185",NA,"3741.74822152067","0.999763417262147","PER2PER3AVNTRAACGAB",0.999763417262147
"13","0.666956303544843","-1.46298650250634","0.655863815266806","0.448857363005392","PER3ACRY2VNTRCCAGAB",0.999763417262147
"14","1.11187607298702","-1.32989086194102","1.68996319277662","0.889098386753302","CRY1CRY2VNTRGGAGAB",0.999763417262147
"15","7.70677438909454e-15",NA,"376.631903368724","0.991737069000261","PER3ACRY1CRY2CGCGAA",0.999763417262147
"16","2.60045689277402","-0.832632144908355","3.91512419220305","0.38399402664026","PER2CRY1AGCC",0.999763417262147
"17","131053976.875722","-448.107027806154",NA,"0.997329722537877","PER2CRY2VNTRAAGGAB",0.999763417262147
"18","82926417.3382043","-223.958241013932","1756.71339783832","0.997325295849518","CRY2VNTRAGBB",0.999763417262147
"19","43072337.9046571","-404.529576114374",NA,"0.996837849559308","PER2CRY2VNTRGGAAAB",0.999763417262147
"20","10819923.6632809","-81.6574606680406","718.606760896322","0.99411949774533","PER3ACRY2VNTRCGAAAB",0.999763417262147
