"","odds_ratio","conf25","conf75","p_z","name","adjusted_p"
"1","15789687.6295922","-40.3386216247243","364.976780715249","0.988711579839467","PER2CRY2VNTRGGAGAA",0.999316559789599
"2","0.308187142210029","-2.13644304956083","-0.0996841416626394","0.0212870355923226","PER2CRY1VNTRAGGGAB",0.14461866950933
"3","15907083.0140391","-37.1449819296203","362.125508746255","0.988347948729052","PER3AVNTRCGAA",0.999316559789599
"4","5.95540328270596e-15","-49.6042755427543","-18.4428618232888","3.00679787793365e-05","AGE",0.000631427554366066
"5","5682881.07102528","-26.3527429205423","162.582339702943","0.984317354949502","PER2CRY1AAGG",0.999316559789599
"6","1976451.70386679","-49.8599311831441",NA,"0.985539568933876","PER2CRY1CRY2GGGGGG",0.999316559789599
"7","5601985.96660264","-33.4702269037967",NA,"0.985639718737097","CRY1CRY2CCAA",0.999316559789599
"8","0.461343489576086","-1.56648670988674","0.0967560386388686","0.0653771426539338","PER3ACRY1VNTRCCCGAA",0.196131427961801
"9","5428131.22933848","-65.9186530567578",NA,"0.989166419962102","PER2CRY1VNTRGGCCAA",0.999316559789599
"10","1963052.03126634","-66.778493776712",NA,"0.98725292726105","PER2CRY1CRY2AGCCGG",0.999316559789599
"11","0.429629643067201","-1.67395606522878","0.0752611680584522","0.055367610508218","PER2PER3ACRY1AGCCGG",0.193786636778763
"12","5.62772282274747e-08",NA,"163.198958998994","0.984912632547075","PER2PER3AVNTRAACGAB",0.999316559789599
"13","0.420262664165111","-1.58906949281548","-0.1085857485882","0.0207447712628011","PER3ACRY2VNTRCCAGAB",0.14461866950933
"14","0.429681984047079","-1.83307203773617","0.310702012870619","0.115109141095744","CRY1CRY2VNTRGGAGAB",0.302161495376328
"15","0.116666667438409","-4.2941893187932","-0.00333577005339815","0.0344330165498404","PER3ACRY1CRY2CGCGAA",0.14461866950933
"16","4.56716417901145","-0.0634080946695512","4.4115650386624","0.140308597352995","PER2CRY1AGCC",0.327386727156988
"17","1976451.70386177","-49.8599311830697",NA,"0.985539568933861","PER2CRY2VNTRAAGGAB",0.999316559789599
"18","1983220.3745128","-43.8920614912635",NA,"0.984753865821445","CRY2VNTRAGBB",0.999316559789599
"19","5446913.69075566","-60.1675094873776",NA,"0.98872156971281","PER2CRY2VNTRGGAAAB",0.999316559789599
"20","0.116666667438403","-4.29418931879319","-0.00333577005339852","0.0344330165498364","PER3ACRY2VNTRCGAAAB",0.14461866950933
"21","1.18848623532223e+23","-2805.27443698119","19350.6037058169","0.999316559789599","MEQ",0.999316559789599
