"","odds_ratio","conf25","conf75","p_z","name","adjusted_p"
"1","1.35770942145011e-07",NA,"42.6575739938656","0.983374499420063","PER2CRY1CRY2GGGGGG",0.998954366451113
"2","0.421213328023369","-1.44759175701218","-0.321818559492682","0.00248982176989755","GENDER",0.0522862571678486
"3","2.11527257594287","0.135403588399839","1.35734928721919","0.0157563878676806","PER2PER3ACRY2GGCCAG",0.107863843807138
"4","0.177177408105019","-4.63925351995922","-0.0877051401024446","0.0981579173846251","PER2CRY1CRY2AAGGAG",0.211620625454414
"5","2.03049759229174","0.09800132895843","1.31155455071909","0.0215457491302483","PER3ACRY2VNTRCCAGAA",0.107863843807138
"6","13100344.856541","-93.2332964736228",NA,"0.984439576052842","PER2CRY2VNTRAAAGBB",0.998954366451113
"7","3.79918565109131e-07",NA,"94.8380017221165","0.985963193971181","PER3AGG",0.998954366451113
"8","2.24226804123392","0.0559256659316437","1.55491518777809","0.0332130571896519","PER2CRY2VNTRGGAGAA",0.107863843807138
"9","0.399082568807163","-2.39185766329394","0.206163826431856","0.151063111196835","PER2CRY1VNTRAAGGAA",0.244025025779503
"10","2.75094339622367","-0.208724093365878","2.27548610870092","0.100771726406864","CRY1CRY2VNTRGGAAAB",0.211620625454414
"11","1740990.9807505","-94.7475053689966",NA,"0.978588051032182","PER2PER3ACRY1GGCGCC",0.998954366451113
"12","0.367156208277591","-2.10334775772803","-0.10391652336153","0.0449076286577738","PER2CRY1VNTRAGCGAB",0.117882525226656
"13","3.79918565109539e-07",NA,"94.8380017220682","0.985963193971176","PER2PER3AVNTRGGCCBB",0.998954366451113
"14","3.76817189062142e-07",NA,"52.8007485266924","0.981869139085194","PER2CRY2VNTRAGAABB",0.998954366451113
"15","4775533.0397978","-82.611986304153",NA,"0.980343544797284","PER3ACRY2VNTRCGAGBB",0.998954366451113
"16","0.3286713286721","-2.97922130219912","0.19590430089758","0.147539011297472","CRY1CRY2VNTRCGAAAB",0.244025025779503
"17","2.94117647058453","0.12077512402619","2.06815491576045","0.0273246120977388","CRY1CRY2VNTRCCAGAB",0.107863843807138
"18","1.92169062432379","0.19606754977649","1.11165312364656","0.00509777200515104","PER3ACRY2CCAG",0.0535266060540859
"19","1.92063492063173","0.035250993759345","1.2607954210736","0.0359546146023792","PER3ACRY1CRY2CCCGAG",0.107863843807138
"20","0.457131247460205","-1.8950718800056","0.13514030198476","0.122759123746096","PER3ACRY1CRY2CCGGGG",0.234358327151638
"21","1.1884862233216e+23","-1235.81585052568","15841.9177414544","0.998954366451113","BDI",0.998954366451113
