"","odds_ratio","conf25","conf75","p_z","name","adjusted_p"
"1","1.35770942145011e-07",NA,"42.6575739938656","0.983374499420063","PER2CRY1CRY2GGGGGG",0.998954366451113
"2","0.421213328023369","-1.44759175701218","-0.321818559492682","0.00248982176989755","GENDER",0.027388039468873
"3","2.11527257594287","0.135403588399839","1.35734928721919","0.0157563878676806","PER2PER3ACRY2GGCCAG",0.0790010801442438
"4","0.177177408105019","-4.63925351995922","-0.0877051401024446","0.0981579173846251","PER2CRY1CRY2AAGGAG",0.184748165079251
"5","2.03049759229174","0.09800132895843","1.31155455071909","0.0215457491302483","PER3ACRY2VNTRCCAGAA",0.0790010801442438
"6","13100344.856541","-93.2332964736228",NA,"0.984439576052842","PER2CRY2VNTRAAAGBB",0.998954366451113
"7","3.79918565109131e-07",NA,"94.8380017221165","0.985963193971181","PER3AGG",0.998954366451113
"8","2.24226804123392","0.0559256659316437","1.55491518777809","0.0332130571896519","PER2CRY2VNTRGGAGAA",0.0913359072715427
"9","0.399082568807163","-2.39185766329394","0.206163826431856","0.151063111196835","PER2CRY1VNTRAAGGAA",0.237384889023598
"10","2.75094339622367","-0.208724093365878","2.27548610870092","0.100771726406864","CRY1CRY2VNTRGGAAAB",0.184748165079251
"11","1.1884862233216e+23","-1235.81585052568","15841.9177414544","0.998954366451113","BDI",0.998954366451113
