"","odds_ratio","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","3.80779248926138","0.282886701249337","2.46863452042626","0.0146316216219223","AGE",0.146316216219223
"2","16335598.7080893","-79.6707788026599",NA,"0.989407682908211","CLOCK3111CRY1CCCG",0.996650326644998
"3","16335598.7009342","-422.449021733142",NA,"0.995262860430216","PER2PER3AAACG",0.996650326644998
"4","16335598.70836","-101.734702792709",NA,"0.990525887899637","PER3CVNTRTTBB",0.996650326644998
"5","16335598.7144506","-789.606697311595",NA,"0.996650326644998","PER2PER3BAGAA",0.996650326644998
"6","16335598.708438","-281.264324414507",NA,"0.994198229656381","PER3ACRY1CGCC",0.996650326644998
"7","16335598.707222","-789.606697144488",NA,"0.996650326644391","PER3AGG",0.996650326644998
"8","16335598.7150855","-422.449021920153",NA,"0.995262860431996","PER3AVNTRCGBB",0.996650326644998
"9","0.461567515691505","-1.74114876556117","0.199910735462696","0.113973534431296","PER3CVNTRGGAB",0.56986767215648
"10","9.024888218652e-09",NA,"787.694114792433","0.996264228709687","PER3BVNTRAGBB",0.996650326644998
