"","odds_ratio","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","6.90745069425871e-51","-3274.99394461877","3333.87111913747","0.99809130940417","CRY1CRY2CCGG",0.999886511432865
"2","104056.503563676","-2132.9985094464","2079.11276048426","0.999726964725982","PER3CVNTRGGAB",0.999886511432865
"3","1.62984581228667e+41","-4682.04766906605","24217.4762381967","0.997990882323148","AGE",0.999886511432865
"4","9.94783377831112e-13","-16123.9194575398","16068.6469547554","0.999886511432865","PER3CCLOCK3111GGTC",0.999886511432865
"5","4.93402014164921e-42","-23946.7175026977","5447.65216401034","0.998032446801901","PER2VNTRGGAB",0.999886511432865
"6","2.156366934886e-28","-2250.32478803519","2204.34154583802","0.998576404810876","PER3CCRY2GGAA",0.999886511432865
"7","1734115017371.46","-10039.8906961129","8501.19081721213","0.999809130664632","PER2CRY1GGCC",0.999886511432865
"8","8749.00864808211","-3211.72565382293","2719.61429174657","0.999807831678998","PER3ACRY2CGAA",0.999886511432865
"9","Inf","-38176.1869670246","38900.7148505648","0.998622317765644","SOCIO",0.999886511432865
"10","21407581768.8692","-6629.50815139905","8416.34968116926","0.999836286497668","CRY1VNTRCCAB",0.999886511432865
