"","odds_ratio","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","221.44147129888","-42385.5859742013","42396.3862908346","0.999991712034234","CRY1CRY2CCGG",0.999998834263072
"2","4.2706988849527e-24","-86958.9002750196",NA,"0.999922429073177","PER3CVNTRGGAB",0.999998834263072
"3","2.7572906170893e+55","-4070.9988797286","4444.95621502516","0.998697371774504","AGE",0.999998834263072
"4","3.91768962782927e-65","-81754.3420190995","74744.9774084695","0.999855272805265","PER3CCLOCK3111GGTC",0.999998834263072
"5","1.02695590694504e-20","-13402.3405002045","14002.4005543116","0.999803419287745","PER2VNTRGGAB",0.999998834263072
"6","1.01082635995722e-26","-18111.825716666","21274.289059687","0.999812257354649","PER3CCRY2GGAA",0.999998834263072
"7","1.99285099888129e-21","-32722.9015234563","31017.7926530342","0.999912470971894","PER2CRY1GGCC",0.999998834263072
"8","42282393224593276928",NA,"18152.7003913978","0.999793124850774","PER3ACRY2CGAA",0.999998834263072
"9","Inf","-80636.5859752574","85012.9948581101","0.99891289276299","SOCIO",0.999998834263072
"10","0.0300562834173451","-15764.2915990235","12028.3746506779","0.999992258264466","CRY1VNTRCCAB",0.999998834263072
"11","0.826246234035875","-9824.31245260179","9339.93518882694","0.999998834263072","PER2CRY2GGGG",0.999998834263072
"12","6.1582952691458e-55","-10017.6971009841","11566.7524718936","0.99928558009412","PER3CVNTRTTAB",0.999998834263072
"13","24.6386892484562","-33256.4841896407","34986.3750113044","0.999994503955623","PER2CRY2AGAA",0.999998834263072
"14","1.29369620633833e-13","-50454.9215950526","54915.2345537829","0.999956986648205","PER2PER3CAGGG",0.999998834263072
"15","9.72338841049031","-9175.92403630766",NA,"0.999974197819308","PER3CCLOCK3111GTTT",0.999998834263072
"16","4.56074471555485e+37","-12333.7542460919","11742.6543025111","0.999665622843444","PER3CCLOCK3111TTTC",0.999998834263072
"17","1.89709063070203e+36","-12653.6977015179","12371.5809293466","0.999670721402043","CRY1CRY2CGGG",0.999998834263072
"18","7.9292247029791e-37","-14367.6932484406","14941.6544065653","0.999668030775495","PER3APER3CCCGT",0.999998834263072
"19","2.57008815418731e+37","-17250.7116632461","15246.1161482605","0.999641312536902","PER2CRY2GGAA",0.999998834263072
"20","2.19895285864154e-54","-22431.5935072328","22999.9497928924","0.999731729275376","CRY2VNTRAGBB",0.999998834263072
