"","odds_ratio","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","0.00421642373944346","-27.3187737110065","15.8157063027554","0.61797197504089","SOCIO",0.845409798719637
"2","976293.471163483","-166.058634488287",NA,"0.987534778834318","PER3AGG",0.987534778834318
"3","4.12106584994875","0.507810037999586","2.36896257592623","0.00255076241345519","AGE",0.0255076241345519
"4","0.696554471240303","-0.905456814700015","0.189986673007914","0.194477790838831","GENDER",0.648259302796103
"5","0.597823157024555","-1.06413102369041","0.039073578602532","0.0668152662571688","CRY2AA",0.334076331285844
"6","1.20617483825101","-0.355601590578209","0.741452266192008","0.501879341917905","CLOCK3111TC",0.836465569863175
"7","0.898871033489972","-0.633062692975397","0.424343975566782","0.691965883491766","PER2GG",0.845409798719637
"8","0.777143674852649","-0.800209339692838","0.304061925023116","0.369439428777008","PER3CGT",0.836465569863175
"9","1.16191262344566","-0.782297324115583","1.17552633195707","0.760868818847673","CLOCK3111CC",0.845409798719637
"10","0.780024764041952","-0.851519059293625","0.373619403664489","0.424797964861725","CRY1CC",0.836465569863175
