"","odds_ratio","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","3.20970945276871","0.264720744530315","2.10169435786347","0.0116919651349858","AGE",0.116919651349858
"2","17669597.9094832","-101.739047931865",NA,"0.990481097428598","PER3CVNTRTTBB",0.996634451915395
"3","17673381.5333751","-789.566295778946",NA,"0.996634451915395","PER3AGG",0.996634451915395
"4","17713184.7323738","-280.755435194272",NA,"0.994169926064822","PER3AVNTRCGBB",0.996634451915395
"5","9.76396981985895e-09",NA,"787.809974923617","0.996280103403416","PER3BVNTRAGBB",0.996634451915395
"6","0.276843762532402","-3.32632379241002","0.531956958199443","0.164121504742762","CLOCK3111CRY1CCCC",0.82060752371381
"7","7023173.52458436","-492.863314894701",NA,"0.99496066538399","PER2PER3BAGAA",0.996634451915395
"8","1.09858880502797","-21.4724058232743","21.3872526483985","0.993114081983343","SOCIO",0.996634451915395
"9","7035067.09383042","-492.915297141683",NA,"0.994960124503127","PER3BCRY2AAAG",0.996634451915395
"10","3.13395062281568e-08",NA,"788.415338879793","0.996515296914533","PER3BCRY2AAAA",0.996634451915395
